Id,ListImpressions,DetailsViews,Conversions,ClickRate7Days,ConversionRate7Days,ConversionRate14Days
29939,63,90,78,100,86.67,86.67
29940,78,76,78,97.44,100,100
29941,72,68,73,94.44,100,100
29942,72,69,70,95.83,100,100
29943,65,65,76,100,100,100
29944,83,79,80,95.18,100,100
29945,68,81,65,100,80.25,80.25
29946,77,65,76,84.42,100,100
29947,73,61,63,83.56,100,100
29948,83,73,77,87.95,100,100
29949,74,77,74,100,96.1,96.1
29950,80,84,78,100,92.86,92.86
29951,77,79,56,100,70.89,70.89
29952,72,66,66,91.67,100,100
29953,54,66,64,100,96.97,96.97
29954,66,74,67,100,90.54,90.54
29955,79,81,77,100,95.06,95.06
29956,69,87,62,100,71.26,71.26
29957,87,67,61,77.01,91.04,91.04
29958,78,56,48,71.79,85.71,85.71
29959,81,74,78,91.36,100,100
29960,51,84,78,100,92.86,92.86
29961,71,67,66,94.37,98.51,98.51
29962,80,82,63,100,76.83,76.83
29963,79,66,61,83.54,92.42,92.42
29964,74,59,61,79.73,100,100
29965,88,60,69,68.18,100,100
29966,78,75,61,96.15,81.33,81.33
29967,72,77,72,100,93.51,93.51
29968,68,73,63,100,86.3,86.3
29969,62,67,71,100,100,100
29970,74,79,69,100,87.34,87.34
29971,69,74,85,100,100,100
29972,59,85,83,100,97.65,97.65
29973,55,72,72,100,100,100
29974,68,62,72,91.18,100,100
29975,61,78,88,100,100,100
29976,74,88,77,100,87.5,87.5
29977,70,77,63,100,81.82,81.82
29978,63,70,72,100,100,100
29979,59,70,67,100,95.71,95.71
29980,64,57,72,89.06,100,100
29981,71,73,61,100,83.56,83.56
29982,69,70,74,100,100,100
29983,75,85,77,100,90.59,90.59
29984,67,62,82,92.54,100,100
29985,82,61,88,74.39,100,100
29986,77,83,58,100,69.88,69.88
29987,70,63,79,90,100,100
29988,76,70,73,92.11,100,100
29989,61,66,74,100,100,100
29990,83,88,67,100,76.14,76.14
29991,84,79,72,94.05,91.14,91.14
29992,74,84,79,100,94.05,94.05
29993,75,82,58,100,70.73,70.73
29994,76,69,51,90.79,73.91,73.91
29995,84,67,70,79.76,100,100
29996,68,75,70,100,93.33,93.33
29997,68,77,63,100,81.82,81.82
29998,73,65,72,89.04,100,100
29999,72,91,65,100,71.43,71.43
30000,72,67,72,93.06,100,100
30001,80,83,76,100,91.57,91.57
30002,67,66,83,98.51,100,100
30003,73,77,64,100,83.12,83.12
30004,83,80,57,96.39,71.25,71.25
30005,60,103,73,100,70.87,70.87
30006,70,84,85,100,100,100
30007,83,62,77,74.7,100,100
30008,64,78,73,100,93.59,93.59
30009,59,71,67,100,94.37,94.37
30010,58,74,56,100,75.68,75.68
30011,72,83,76,100,91.57,91.57
30012,71,58,68,81.69,100,100
30013,58,67,62,100,92.54,92.54
30014,70,74,62,100,83.78,83.78
30015,77,76,70,98.7,92.11,92.11
30016,88,81,75,92.05,92.59,92.59
30017,69,67,75,97.1,100,100
30018,82,69,65,84.15,94.2,94.2
30019,74,72,86,97.3,100,100
30020,65,81,72,100,88.89,88.89
30021,64,69,70,100,100,100
30022,65,68,75,100,100,100
30023,80,56,55,70,98.21,98.21
30024,82,76,59,92.68,77.63,77.63
30025,68,58,72,85.29,100,100
30026,71,79,65,100,82.28,82.28
30027,64,64,83,100,100,100
30028,62,91,67,100,73.63,73.63
30029,83,64,74,77.11,100,100
30030,72,61,71,84.72,100,100
30031,74,70,65,94.59,92.86,92.86
30032,65,72,81,100,100,100
30033,77,76,73,98.7,96.05,96.05
30034,63,71,74,100,100,100
30035,81,59,77,72.84,100,100
30036,63,77,68,100,88.31,88.31
30037,82,87,80,100,91.95,91.95
30038,69,84,63,100,75,75
30039,59,66,63,100,95.45,95.45
30040,70,81,75,100,92.59,92.59
30041,82,78,72,95.12,92.31,92.31
30042,63,74,52,100,70.27,70.27
30043,70,64,82,91.43,100,100
30044,64,81,77,100,95.06,95.06
30045,76,64,73,84.21,100,100
30046,73,66,85,90.41,100,100
30047,66,90,74,100,82.22,82.22
30048,68,79,68,100,86.08,86.08
30049,69,71,85,100,100,100
30050,79,73,66,92.41,90.41,90.41
30051,79,69,64,87.34,92.75,92.75
30052,68,76,82,100,100,100
30053,64,65,72,100,100,100
30054,72,76,62,100,81.58,81.58
30055,59,65,77,100,100,100
30056,82,78,65,95.12,83.33,83.33
30057,61,68,76,100,100,100
30058,87,89,69,100,77.53,77.53
30059,65,68,76,100,100,100
30060,59,70,63,100,90,90
30061,77,76,73,98.7,96.05,96.05
30062,63,59,78,93.65,100,100
30063,68,73,70,100,95.89,95.89
30064,80,50,76,62.5,100,100
30065,83,57,76,68.67,100,100
30066,82,71,68,86.59,95.77,95.77
30067,73,65,68,89.04,100,100
30068,77,82,66,100,80.49,80.49
30069,68,87,62,100,71.26,71.26
30070,62,60,73,96.77,100,100
30071,77,64,74,83.12,100,100
30072,74,80,92,100,100,100
30073,69,63,67,91.3,100,100
30074,68,69,73,100,100,100
30075,64,71,73,100,100,100
30076,61,69,79,100,100,100
30077,66,82,77,100,93.9,93.9
30078,82,66,81,80.49,100,100
30079,70,79,62,100,78.48,78.48
30080,67,82,68,100,82.93,82.93
30081,73,73,76,100,100,100
30082,71,80,66,100,82.5,82.5
30083,83,81,79,97.59,97.53,97.53
30084,66,70,95,100,100,100
30085,76,81,73,100,90.12,90.12
30086,87,70,57,80.46,81.43,81.43
30087,65,72,66,100,91.67,91.67
30088,63,64,63,100,98.44,98.44
30089,60,59,58,98.33,98.31,98.31
30090,74,84,69,100,82.14,82.14
30091,79,72,65,91.14,90.28,90.28
30092,85,83,62,97.65,74.7,74.7
30093,69,76,84,100,100,100
30094,73,63,77,86.3,100,100
30095,68,94,76,100,80.85,80.85
30096,68,85,73,100,85.88,85.88
30097,71,62,71,87.32,100,100
30098,65,86,72,100,83.72,83.72
30099,67,83,77,100,92.77,92.77
30100,69,66,61,95.65,92.42,92.42
30101,73,70,78,95.89,100,100
30102,65,66,61,100,92.42,92.42
30103,71,83,69,100,83.13,83.13
30104,87,88,69,100,78.41,78.41
30105,70,90,80,100,88.89,88.89
30106,80,76,68,95,89.47,89.47
30107,74,85,69,100,81.18,81.18
30108,65,72,71,100,98.61,98.61
30109,66,69,75,100,100,100
30110,71,70,68,98.59,97.14,97.14
30111,46,68,66,100,97.06,97.06
30112,80,74,69,92.5,93.24,93.24
30113,56,57,71,100,100,100
30114,67,71,70,100,98.59,98.59
30115,68,75,67,100,89.33,89.33
30116,83,65,66,78.31,100,100
30117,86,85,71,98.84,83.53,83.53
30118,66,69,82,100,100,100
30119,74,78,63,100,80.77,80.77
30120,53,74,71,100,95.95,95.95
30121,70,61,65,87.14,100,100
30122,67,87,66,100,75.86,75.86
30123,64,67,76,100,100,100
30124,80,67,69,83.75,100,100
30125,60,71,77,100,100,100
30126,68,57,87,83.82,100,100
30127,61,58,85,95.08,100,100
30128,63,77,69,100,89.61,89.61
30129,73,64,71,87.67,100,100
30130,55,71,63,100,88.73,88.73
30131,80,66,75,82.5,100,100
30132,67,68,74,100,100,100
30133,75,58,74,77.33,100,100
30134,86,73,80,84.88,100,100
30135,50,78,75,100,96.15,96.15
30136,71,60,72,84.51,100,100
30137,91,77,78,84.62,100,100
30138,89,77,68,86.52,88.31,88.31
30139,76,66,79,86.84,100,100
30140,63,73,57,100,78.08,78.08
30141,75,77,67,100,87.01,87.01
30142,72,61,73,84.72,100,100
30143,72,61,71,84.72,100,100
30144,73,69,73,94.52,100,100
30145,79,73,80,92.41,100,100
30146,68,76,78,100,100,100
30147,78,68,80,87.18,100,100
30148,81,67,74,82.72,100,100
30149,80,56,77,70,100,100
30150,68,82,74,100,90.24,90.24
30151,65,68,76,100,100,100
30152,84,68,66,80.95,97.06,97.06
30153,71,71,65,100,91.55,91.55
30154,65,69,79,100,100,100
30155,87,70,79,80.46,100,100
30156,59,69,65,100,94.2,94.2
30157,74,70,76,94.59,100,100
30158,81,63,69,77.78,100,100
30159,64,84,87,100,100,100
30160,66,56,69,84.85,100,100
30161,88,84,77,95.45,91.67,91.67
30162,67,87,98,100,100,100
30163,63,76,58,100,76.32,76.32
30164,68,76,86,100,100,100
30165,67,78,63,100,80.77,80.77
30166,76,65,58,85.53,89.23,89.23
30167,67,79,66,100,83.54,83.54
30168,67,71,73,100,100,100
30169,74,79,82,100,100,100
30170,71,68,70,95.77,100,100
30171,72,79,59,100,74.68,74.68
30172,92,70,73,76.09,100,100
30173,61,62,78,100,100,100
30174,76,73,73,96.05,100,100
30175,69,70,72,100,100,100
30176,77,57,82,74.03,100,100
30177,78,71,58,91.03,81.69,81.69
30178,70,67,72,95.71,100,100
30179,55,71,67,100,94.37,94.37
30180,58,63,69,100,100,100
30181,70,66,73,94.29,100,100
30182,71,61,72,85.92,100,100
30183,73,72,61,98.63,84.72,84.72
30184,68,61,68,89.71,100,100
30185,76,74,68,97.37,91.89,91.89
30186,52,61,80,100,100,100
30187,66,68,80,100,100,100
30188,69,79,61,100,77.22,77.22
30189,76,87,69,100,79.31,79.31
30190,69,72,77,100,100,100
30191,73,62,71,84.93,100,100
30192,66,76,65,100,85.53,85.53
30193,66,75,72,100,96,96
30194,59,75,87,100,100,100
30195,68,75,65,100,86.67,86.67
30196,92,73,67,79.35,91.78,91.78
30197,48,44,63,91.67,100,100
30198,70,61,82,87.14,100,100
30199,60,59,56,98.33,94.92,94.92
30200,58,68,59,100,86.76,86.76
30201,69,68,58,98.55,85.29,85.29
30202,63,75,76,100,100,100
30203,66,60,74,90.91,100,100
30204,72,72,76,100,100,100
30205,64,59,76,92.19,100,100
30206,74,84,76,100,90.48,90.48
30207,69,60,62,86.96,100,100
30208,76,75,69,98.68,92,92
30209,59,81,59,100,72.84,72.84
30210,73,83,84,100,100,100
30211,60,78,66,100,84.62,84.62
30212,64,85,78,100,91.76,91.76
30213,67,64,61,95.52,95.31,95.31
30214,66,70,97,100,100,100
30215,68,66,74,97.06,100,100
30216,73,67,80,91.78,100,100
30217,64,72,83,100,100,100
30218,61,70,80,100,100,100
30219,71,73,71,100,97.26,97.26
30220,67,73,63,100,86.3,86.3
30221,74,82,67,100,81.71,81.71
30222,83,57,74,68.67,100,100
30223,64,75,67,100,89.33,89.33
30224,80,56,76,70,100,100
30225,72,77,77,100,100,100
30226,76,67,70,88.16,100,100
30227,76,74,68,97.37,91.89,91.89
30228,74,74,73,100,98.65,98.65
30229,68,72,59,100,81.94,81.94
30230,75,66,69,88,100,100
30231,72,80,58,100,72.5,72.5
30232,75,68,76,90.67,100,100
30233,72,70,65,97.22,92.86,92.86
30234,72,63,65,87.5,100,100
30235,67,78,70,100,89.74,89.74
30236,63,79,61,100,77.22,77.22
30237,85,66,72,77.65,100,100
30238,59,62,73,100,100,100
30239,65,69,70,100,100,100
30240,69,74,64,100,86.49,86.49
30241,80,61,78,76.25,100,100
30242,64,71,73,100,100,100
30243,77,73,80,94.81,100,100
30244,81,46,67,56.79,100,100
30245,64,63,73,98.44,100,100
30246,91,75,65,82.42,86.67,86.67
30247,86,75,56,87.21,74.67,74.67
30248,81,83,82,100,98.8,98.8
30249,56,73,85,100,100,100
30250,65,70,82,100,100,100
30251,74,71,62,95.95,87.32,87.32
30252,61,67,71,100,100,100
30253,91,64,84,70.33,100,100
30254,63,65,77,100,100,100
30255,50,66,74,100,100,100
30256,62,70,68,100,97.14,97.14
30257,60,64,60,100,93.75,93.75
30258,68,56,79,82.35,100,100
30259,66,80,63,100,78.75,78.75
30260,72,80,73,100,91.25,91.25
30261,75,73,56,97.33,76.71,76.71
30262,88,64,68,72.73,100,100
30263,57,68,84,100,100,100
30264,82,75,70,91.46,93.33,93.33
30265,72,71,68,98.61,95.77,95.77
30266,64,64,61,100,95.31,95.31
30267,78,74,71,94.87,95.95,95.95
30268,67,71,84,100,100,100
30269,67,69,67,100,97.1,97.1
30270,55,59,73,100,100,100
30271,61,85,75,100,88.24,88.24
30272,89,54,60,60.67,100,100
30273,82,61,72,74.39,100,100
30274,77,82,66,100,80.49,80.49
30275,66,70,77,100,100,100
30276,66,60,61,90.91,100,100
30277,90,67,70,74.44,100,100
30278,80,62,83,77.5,100,100
30279,74,73,74,98.65,100,100
30280,68,65,68,95.59,100,100
30281,79,70,76,88.61,100,100
30282,69,67,58,97.1,86.57,86.57
30283,64,60,63,93.75,100,100
30284,73,65,67,89.04,100,100
30285,79,76,69,96.2,90.79,90.79
30286,81,71,64,87.65,90.14,90.14
30287,63,63,65,100,100,100
30288,78,75,73,96.15,97.33,97.33
30289,79,65,73,82.28,100,100
30290,72,68,79,94.44,100,100
30291,73,74,59,100,79.73,79.73
30292,66,69,75,100,100,100
30293,76,63,62,82.89,98.41,98.41
30294,58,61,62,100,100,100
30295,59,60,83,100,100,100
30296,72,80,84,100,100,100
30297,81,79,79,97.53,100,100
30298,56,82,75,100,91.46,91.46
30299,78,58,89,74.36,100,100
30300,61,71,62,100,87.32,87.32
30301,65,64,57,98.46,89.06,89.06
30302,83,74,62,89.16,83.78,83.78
30303,83,61,58,73.49,95.08,95.08
30304,77,68,66,88.31,97.06,97.06
30305,84,71,72,84.52,100,100
30306,88,61,56,69.32,91.8,91.8
30307,71,70,61,98.59,87.14,87.14
30308,86,63,75,73.26,100,100
30309,87,75,66,86.21,88,88
30310,65,70,81,100,100,100
30311,64,62,74,96.88,100,100
30312,77,65,83,84.42,100,100
30313,68,78,84,100,100,100
30314,75,81,70,100,86.42,86.42
30315,78,67,64,85.9,95.52,95.52
30316,58,75,62,100,82.67,82.67
30317,71,91,67,100,73.63,73.63
30318,65,75,81,100,100,100
30319,65,77,76,100,98.7,98.7
30320,59,75,69,100,92,92
30321,72,71,74,98.61,100,100
30322,73,76,78,100,100,100
30323,76,58,75,76.32,100,100
30324,74,62,80,83.78,100,100
30325,75,69,72,92,100,100
30326,71,75,73,100,97.33,97.33
30327,63,69,77,100,100,100
30328,59,70,77,100,100,100
30329,79,77,66,97.47,85.71,85.71
30330,66,81,64,100,79.01,79.01
30331,76,61,65,80.26,100,100
30332,62,64,66,100,100,100
30333,88,77,72,87.5,93.51,93.51
30334,81,68,80,83.95,100,100
30335,78,76,67,97.44,88.16,88.16
30336,78,73,64,93.59,87.67,87.67
30337,79,63,67,79.75,100,100
30338,71,83,65,100,78.31,78.31
30339,73,75,67,100,89.33,89.33
30340,75,82,67,100,81.71,81.71
30341,73,71,70,97.26,98.59,98.59
30342,66,74,69,100,93.24,93.24
30343,65,66,67,100,100,100
30344,75,90,74,100,82.22,82.22
30345,86,77,66,89.53,85.71,85.71
30346,73,75,58,100,77.33,77.33
30347,64,65,71,100,100,100
30348,66,82,73,100,89.02,89.02
30349,70,76,74,100,97.37,97.37
30350,74,65,65,87.84,100,100
30351,61,81,68,100,83.95,83.95
30352,78,70,66,89.74,94.29,94.29
30353,50,75,71,100,94.67,94.67
30354,71,76,49,100,64.47,64.47
30355,64,64,69,100,100,100
30356,76,78,78,100,100,100
30357,86,68,85,79.07,100,100
30358,70,62,74,88.57,100,100
30359,77,88,63,100,71.59,71.59
30360,68,67,72,98.53,100,100
30361,63,75,72,100,96,96
30362,77,66,72,85.71,100,100
30363,55,85,70,100,82.35,82.35
30364,65,75,70,100,93.33,93.33
30365,69,63,63,91.3,100,100
30366,65,63,64,96.92,100,100
30367,62,100,73,100,73,73
30368,73,59,72,80.82,100,100
30369,69,69,63,100,91.3,91.3
30370,75,66,69,88,100,100
30371,75,70,80,93.33,100,100
30372,63,71,72,100,100,100
30373,79,81,91,100,100,100
30374,67,86,81,100,94.19,94.19
30375,66,78,70,100,89.74,89.74
30376,70,74,71,100,95.95,95.95
30377,59,51,62,86.44,100,100
30378,77,80,63,100,78.75,78.75
30379,54,81,65,100,80.25,80.25
30380,79,75,47,94.94,62.67,62.67
30381,64,70,76,100,100,100
30382,55,103,73,100,70.87,70.87
30383,63,60,55,95.24,91.67,91.67
30384,80,71,81,88.75,100,100
30385,77,83,66,100,79.52,79.52
30386,84,76,64,90.48,84.21,84.21
30387,74,68,65,91.89,95.59,95.59
30388,69,90,72,100,80,80
30389,75,89,69,100,77.53,77.53
30390,74,65,65,87.84,100,100
30391,67,61,70,91.04,100,100
30392,68,75,59,100,78.67,78.67
30393,73,86,66,100,76.74,76.74
30394,77,67,56,87.01,83.58,83.58
30395,74,66,63,89.19,95.45,95.45
30396,68,63,64,92.65,100,100
30397,70,75,67,100,89.33,89.33
30398,77,74,64,96.1,86.49,86.49
30399,69,74,77,100,100,100
30400,69,78,94,100,100,100
30401,86,69,71,80.23,100,100
30402,72,67,65,93.06,97.01,97.01
30403,54,67,78,100,100,100
30404,81,69,65,85.19,94.2,94.2
30405,72,67,56,93.06,83.58,83.58
30406,93,86,73,92.47,84.88,84.88
30407,76,73,64,96.05,87.67,87.67
30408,67,76,72,100,94.74,94.74
30409,79,72,66,91.14,91.67,91.67
30410,66,81,79,100,97.53,97.53
30411,67,84,82,100,97.62,97.62
30412,62,77,76,100,98.7,98.7
30413,72,67,69,93.06,100,100
30414,65,64,62,98.46,96.88,96.88
30415,86,82,82,95.35,100,100
30416,77,85,74,100,87.06,87.06
30417,66,51,70,77.27,100,100
30418,63,73,61,100,83.56,83.56
30419,79,66,66,83.54,100,100
30420,83,63,70,75.9,100,100
30421,62,77,69,100,89.61,89.61
30422,78,68,69,87.18,100,100
30423,76,52,79,68.42,100,100
30424,64,79,75,100,94.94,94.94
30425,65,68,70,100,100,100
30426,68,64,69,94.12,100,100
30427,76,81,77,100,95.06,95.06
30428,81,74,71,91.36,95.95,95.95
30429,79,58,85,73.42,100,100
30430,68,64,81,94.12,100,100
30431,82,60,73,73.17,100,100
30432,65,68,64,100,94.12,94.12
30433,65,67,66,100,98.51,98.51
30434,69,73,62,100,84.93,84.93
30435,67,76,72,100,94.74,94.74
30436,83,76,74,91.57,97.37,97.37
30437,71,75,72,100,96,96
30438,68,69,52,100,75.36,75.36
30439,68,69,69,100,100,100
30440,63,69,71,100,100,100
30441,81,74,67,91.36,90.54,90.54
30442,79,61,74,77.22,100,100
30443,61,72,78,100,100,100
30444,66,67,64,100,95.52,95.52
30445,65,54,77,83.08,100,100
30446,83,74,65,89.16,87.84,87.84
30447,67,67,77,100,100,100
30448,61,80,68,100,85,85
30449,67,61,67,91.04,100,100
30450,84,72,68,85.71,94.44,94.44
30451,85,79,60,92.94,75.95,75.95
30452,65,65,70,100,100,100
30453,63,68,72,100,100,100
30454,75,58,81,77.33,100,100
30455,68,65,72,95.59,100,100
30456,73,60,68,82.19,100,100
30457,75,88,81,100,92.05,92.05
30458,76,74,81,97.37,100,100
30459,77,74,61,96.1,82.43,82.43
30460,48,81,68,100,83.95,83.95
30461,80,70,89,87.5,100,100
30462,76,74,58,97.37,78.38,78.38
30463,75,62,72,82.67,100,100
30464,83,84,64,100,76.19,76.19
30465,82,59,74,71.95,100,100
30466,65,70,78,100,100,100
30467,72,79,67,100,84.81,84.81
30468,68,77,69,100,89.61,89.61
30469,83,66,66,79.52,100,100
30470,69,72,68,100,94.44,94.44
30471,83,68,79,81.93,100,100
30472,69,70,72,100,100,100
30473,74,62,77,83.78,100,100
30474,73,70,70,95.89,100,100
30475,83,81,63,97.59,77.78,77.78
30476,65,61,64,93.85,100,100
30477,75,64,65,85.33,100,100
30478,56,76,82,100,100,100
30479,60,74,78,100,100,100
30480,72,73,75,100,100,100
30481,74,82,73,100,89.02,89.02
30482,63,63,68,100,100,100
30483,66,73,73,100,100,100
30484,71,88,76,100,86.36,86.36
30485,62,71,50,100,70.42,70.42
30486,61,61,63,100,100,100
30487,64,78,81,100,100,100
30488,77,67,68,87.01,100,100
30489,82,61,68,74.39,100,100
30490,74,70,48,94.59,68.57,68.57
30491,60,89,78,100,87.64,87.64
30492,75,75,62,100,82.67,82.67
30493,81,72,61,88.89,84.72,84.72
30494,71,85,80,100,94.12,94.12
30495,76,67,67,88.16,100,100
30496,75,83,83,100,100,100
30497,85,79,62,92.94,78.48,78.48
30498,67,63,76,94.03,100,100
30499,62,79,70,100,88.61,88.61
30500,77,64,71,83.12,100,100
30501,72,80,67,100,83.75,83.75
30502,68,77,68,100,88.31,88.31
30503,83,73,74,87.95,100,100
30504,71,58,84,81.69,100,100
30505,61,57,69,93.44,100,100
30506,63,72,67,100,93.06,93.06
30507,79,64,58,81.01,90.62,90.62
30508,71,70,68,98.59,97.14,97.14
30509,80,67,57,83.75,85.07,85.07
30510,75,72,73,96,100,100
30511,53,77,65,100,84.42,84.42
30512,76,77,60,100,77.92,77.92
30513,89,77,88,86.52,100,100
30514,59,71,74,100,100,100
30515,69,86,70,100,81.4,81.4
30516,62,67,67,100,100,100
30517,86,77,67,89.53,87.01,87.01
30518,66,85,77,100,90.59,90.59
30519,63,89,53,100,59.55,59.55
30520,68,66,59,97.06,89.39,89.39
30521,61,69,77,100,100,100
30522,59,76,68,100,89.47,89.47
30523,71,73,83,100,100,100
30524,79,52,65,65.82,100,100
30525,76,75,75,98.68,100,100
30526,70,59,57,84.29,96.61,96.61
30527,73,76,59,100,77.63,77.63
30528,72,69,60,95.83,86.96,86.96
30529,64,65,82,100,100,100
30530,64,76,79,100,100,100
30531,70,63,67,90,100,100
30532,78,74,74,94.87,100,100
30533,62,72,69,100,95.83,95.83
30534,62,67,64,100,95.52,95.52
30535,77,81,80,100,98.77,98.77
30536,74,61,72,82.43,100,100
30537,64,96,65,100,67.71,67.71
30538,87,73,68,83.91,93.15,93.15
30539,73,82,78,100,95.12,95.12
30540,66,73,69,100,94.52,94.52
30541,68,64,61,94.12,95.31,95.31
30542,72,80,76,100,95,95
30543,78,65,67,83.33,100,100
30544,67,64,93,95.52,100,100
30545,72,61,94,84.72,100,100
30546,76,66,77,86.84,100,100
30547,75,69,67,92,97.1,97.1
30548,61,72,63,100,87.5,87.5
30549,80,78,64,97.5,82.05,82.05
30550,70,78,80,100,100,100
30551,82,70,70,85.37,100,100
30552,66,65,75,98.48,100,100
30553,73,56,76,76.71,100,100
30554,79,58,71,73.42,100,100
30555,75,72,65,96,90.28,90.28
30556,66,72,71,100,98.61,98.61
30557,80,72,73,90,100,100
30558,60,75,67,100,89.33,89.33
30559,67,74,69,100,93.24,93.24
30560,67,71,69,100,97.18,97.18
30561,83,65,57,78.31,87.69,87.69
30562,69,62,69,89.86,100,100
30563,71,80,90,100,100,100
30564,65,80,78,100,97.5,97.5
30565,78,78,60,100,76.92,76.92
30566,67,60,72,89.55,100,100
30567,81,67,69,82.72,100,100
30568,72,69,55,95.83,79.71,79.71
30569,75,80,71,100,88.75,88.75
30570,85,77,60,90.59,77.92,77.92
30571,66,71,80,100,100,100
30572,65,64,66,98.46,100,100
30573,70,67,77,95.71,100,100
30574,70,77,82,100,100,100
30575,69,74,79,100,100,100
30576,71,56,85,78.87,100,100
30577,62,68,71,100,100,100
30578,70,77,73,100,94.81,94.81
30579,62,77,77,100,100,100
30580,62,76,67,100,88.16,88.16
30581,68,68,71,100,100,100
30582,85,93,84,100,90.32,90.32
30583,76,85,78,100,91.76,91.76
30584,58,50,66,86.21,100,100
30585,58,64,57,100,89.06,89.06
30586,83,70,90,84.34,100,100
30587,70,83,59,100,71.08,71.08
30588,71,80,70,100,87.5,87.5
30589,87,79,95,90.8,100,100
30590,56,72,72,100,100,100
30591,69,77,71,100,92.21,92.21
30592,60,66,76,100,100,100
30593,78,67,81,85.9,100,100
30594,77,70,71,90.91,100,100
30595,71,75,79,100,100,100
30596,61,69,75,100,100,100
30597,71,74,71,100,95.95,95.95
30598,63,63,69,100,100,100
30599,59,67,63,100,94.03,94.03
30600,60,80,60,100,75,75
30601,73,70,71,95.89,100,100
30602,86,85,80,98.84,94.12,94.12
30603,76,76,69,100,90.79,90.79
30604,71,54,68,76.06,100,100
30605,70,80,74,100,92.5,92.5
30606,83,72,74,86.75,100,100
30607,54,66,82,100,100,100
30608,74,72,78,97.3,100,100
30609,53,73,68,100,93.15,93.15
30610,62,71,87,100,100,100
30611,59,75,65,100,86.67,86.67
30612,75,78,61,100,78.21,78.21
30613,71,80,72,100,90,90
30614,66,82,75,100,91.46,91.46
30615,82,56,78,68.29,100,100
30616,74,69,69,93.24,100,100
30617,65,79,68,100,86.08,86.08
30618,77,85,67,100,78.82,78.82
30619,68,81,58,100,71.6,71.6
30620,61,71,57,100,80.28,80.28
30621,57,55,69,96.49,100,100
30622,71,68,69,95.77,100,100
30623,73,67,68,91.78,100,100
30624,59,70,75,100,100,100
30625,73,58,62,79.45,100,100
30626,86,70,92,81.4,100,100
30627,92,61,69,66.3,100,100
30628,76,79,69,100,87.34,87.34
30629,61,73,56,100,76.71,76.71
30630,85,92,64,100,69.57,69.57
30631,67,78,78,100,100,100
30632,81,64,72,79.01,100,100
30633,68,75,59,100,78.67,78.67
30634,52,73,59,100,80.82,80.82
30635,61,91,76,100,83.52,83.52
30636,68,77,70,100,90.91,90.91
30637,74,69,78,93.24,100,100
30638,72,72,95,100,100,100
30639,62,65,64,100,98.46,98.46
30640,60,78,66,100,84.62,84.62
30641,71,79,75,100,94.94,94.94
30642,85,71,60,83.53,84.51,84.51
30643,62,64,50,100,78.12,78.12
30644,67,100,72,100,72,72
30645,69,69,65,100,94.2,94.2
30646,55,71,87,100,100,100
30647,70,75,71,100,94.67,94.67
30648,81,67,74,82.72,100,100
30649,60,64,71,100,100,100
30650,70,77,77,100,100,100
30651,67,71,89,100,100,100
30652,74,80,55,100,68.75,68.75
30653,60,72,54,100,75,75
30654,68,76,61,100,80.26,80.26
30655,71,79,70,100,88.61,88.61
30656,74,70,64,94.59,91.43,91.43
30657,63,82,67,100,81.71,81.71
30658,70,84,65,100,77.38,77.38
30659,76,74,80,97.37,100,100
30660,63,52,65,82.54,100,100
30661,55,65,64,100,98.46,98.46
30662,83,77,76,92.77,98.7,98.7
30663,66,83,69,100,83.13,83.13
30664,81,68,78,83.95,100,100
30665,72,71,84,98.61,100,100
30666,76,84,72,100,85.71,85.71
30667,70,61,82,87.14,100,100
30668,78,67,70,85.9,100,100
30669,81,69,56,85.19,81.16,81.16
30670,60,69,82,100,100,100
30671,75,66,76,88,100,100
30672,71,65,57,91.55,87.69,87.69
30673,69,77,71,100,92.21,92.21
30674,73,66,70,90.41,100,100
30675,72,73,71,100,97.26,97.26
30676,74,68,72,91.89,100,100
30677,80,84,61,100,72.62,72.62
30678,68,70,65,100,92.86,92.86
30679,53,63,75,100,100,100
30680,73,62,78,84.93,100,100
30681,82,75,69,91.46,92,92
30682,78,62,72,79.49,100,100
30683,80,69,66,86.25,95.65,95.65
30684,67,64,70,95.52,100,100
30685,70,83,54,100,65.06,65.06
30686,63,62,73,98.41,100,100
30687,84,66,67,78.57,100,100
30688,70,56,57,80,100,100
30689,79,67,68,84.81,100,100
30690,74,60,73,81.08,100,100
30691,72,77,67,100,87.01,87.01
30692,76,69,70,90.79,100,100
30693,69,70,70,100,100,100
30694,60,82,66,100,80.49,80.49
30695,78,81,77,100,95.06,95.06
30696,68,73,61,100,83.56,83.56
30697,79,68,67,86.08,98.53,98.53
30698,73,77,91,100,100,100
30699,69,69,71,100,100,100
30700,66,61,61,92.42,100,100
30701,66,85,67,100,78.82,78.82
30702,85,73,77,85.88,100,100
30703,59,77,72,100,93.51,93.51
30704,76,68,65,89.47,95.59,95.59
30705,60,75,81,100,100,100
30706,66,84,77,100,91.67,91.67
30707,71,71,69,100,97.18,97.18
30708,93,82,85,88.17,100,100
30709,61,82,67,100,81.71,81.71
30710,77,63,65,81.82,100,100
30711,71,90,86,100,95.56,95.56
30712,80,72,73,90,100,100
30713,66,86,64,100,74.42,74.42
30714,65,77,74,100,96.1,96.1
30715,64,84,84,100,100,100
30716,71,62,80,87.32,100,100
30717,66,69,74,100,100,100
30718,60,61,74,100,100,100
30719,68,55,65,80.88,100,100
